ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
116A-ora,http://wals.info/languoid/lect/wals_code_ora,116A,116,Interrogative intonation only,Schaefer-and-Egbokhare-2007[ 19],
116A-xas,http://wals.info/languoid/lect/wals_code_xas,116A,116,Question particle,Koite-Herschel-1981-1982[ 213],
116A-zhn,http://wals.info/languoid/lect/wals_code_zhn,116A,116,Question particle,Yongxian-Luo-2008[ 356],
116A-cnm,http://wals.info/languoid/lect/wals_code_cnm,116A,116,Question particle,,
116A-ina,http://wals.info/languoid/lect/wals_code_ina,116A,116,Question particle,de-Vries-1996[ 49],
116A-lgt,http://wals.info/languoid/lect/wals_code_lgt,116A,116,Question particle,"Tucker-1967[ passim, 262]",
116A-nif,http://wals.info/languoid/lect/wals_code_nif,116A,116,Interrogative intonation only,Early-2002[ 863],
116A-zzo,http://wals.info/languoid/lect/wals_code_zzo,116A,116,Interrogative intonation only,Sonnenschein-2005[ 119-120],
116A-anu,http://wals.info/languoid/lect/wals_code_anu,116A,116,Question particle,Smye-2004[ 101],
116A-bkn,http://wals.info/languoid/lect/wals_code_bkn,116A,116,Question particle,Ittmann-1971[299],
116A-dng,http://wals.info/languoid/lect/wals_code_dng,116A,116,Question particle,Mertens-1934[314],
116A-eip,http://wals.info/languoid/lect/wals_code_eip,116A,116,Interrogative verb morphology,Heeschen-1998[ 153],
116A-mrq,http://wals.info/languoid/lect/wals_code_mrq,116A,116,Question particle,Lynch-2002a[ 875],
116A-ndi,http://wals.info/languoid/lect/wals_code_ndi,116A,116,Interrogative intonation only,Toronzoni-1989[ 509],
116A-cup,http://wals.info/languoid/lect/wals_code_cup,116A,116,Interrogative intonation only,Hill-2005[ 387],
116A-hoa,http://wals.info/languoid/lect/wals_code_hoa,116A,116,Interrogative intonation only,Davis-2003[ 317],
116A-mey,http://wals.info/languoid/lect/wals_code_mey,116A,116,Question particle,Whitehead-2005[14],
116A-pdp,http://wals.info/languoid/lect/wals_code_pdp,116A,116,Interrogative verb morphology,,
116A-ano,http://wals.info/languoid/lect/wals_code_ano,116A,116,Interrogative intonation only,Sun-1988[ 61],
116A-dun,http://wals.info/languoid/lect/wals_code_dun,116A,116,Question particle,,
116A-gdb,http://wals.info/languoid/lect/wals_code_gdb,116A,116,Interrogative verb morphology,Subba-Rao-and-Patnaik-1992[21],
116A-ifm,http://wals.info/languoid/lect/wals_code_ifm,116A,116,Question particle,Makouta-Mboukou-1977[ 480];Calloch-1911[58],
116A-mcc,http://wals.info/languoid/lect/wals_code_mcc,116A,116,Question particle,Adelaar-2004[ 331],
116A-puq,http://wals.info/languoid/lect/wals_code_puq,116A,116,Absence of declarative morphemes,Adelaar-2004[354],
116A-slg,http://wals.info/languoid/lect/wals_code_slg,116A,116,Question particle,Tayeng-1990b[passim],
116A-tet,http://wals.info/languoid/lect/wals_code_tet,116A,116,Question particle,Wetshemongo-1996[ 79],
116A-tsn,http://wals.info/languoid/lect/wals_code_tsn,116A,116,Question particle,"Baumbach-1987[265, 267]",
116A-bik,http://wals.info/languoid/lect/wals_code_bik,116A,116,Interrogative intonation only,van-den-Heuvel-2006[ 148],
116A-hdi,http://wals.info/languoid/lect/wals_code_hdi,116A,116,Question particle,Frajzyngier-and-Shay-2002[ 355],
