ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
108B-eml,http://wals.info/languoid/lect/wals_code_eml,108B,108,productive,Adelaar-1995c,
108B-wgu,http://wals.info/languoid/lect/wals_code_wgu,108B,108,partially productive,Tsunoda-1988,
108B-bez,http://wals.info/languoid/lect/wals_code_bez,108B,108,partially productive,van-den-Berg-2000;Kibrik-1981,
108B-yaz,http://wals.info/languoid/lect/wals_code_yaz,108B,108,no antipassive,Efimov-1975,
108B-pmc,http://wals.info/languoid/lect/wals_code_pmc,108B,108,no antipassive,Mithun-1990;Mithun-1993,
108B-gdi,http://wals.info/languoid/lect/wals_code_gdi,108B,108,no antipassive,Marchese-1988,
108B-tho,http://wals.info/languoid/lect/wals_code_tho,108B,108,partially productive,Thompson-and-Thompson-1992,
108B-tsz,http://wals.info/languoid/lect/wals_code_tsz,108B,108,partially productive,,
108B-tap,http://wals.info/languoid/lect/wals_code_tap,108B,108,no antipassive,Kulick-and-Stroud-1992,
108B-khk,http://wals.info/languoid/lect/wals_code_khk,108B,108,no antipassive,Anderson-1998;Schonig-1998a,
108B-qaf,http://wals.info/languoid/lect/wals_code_qaf,108B,108,no antipassive,Parker-and-Hayward-1985;Hayward-1998,
108B-chh,http://wals.info/languoid/lect/wals_code_chh,108B,108,no antipassive,,
108B-kpm,http://wals.info/languoid/lect/wals_code_kpm,108B,108,productive,Mithun-1994,
108B-cic,http://wals.info/languoid/lect/wals_code_cic,108B,108,no antipassive,,
108B-don,http://wals.info/languoid/lect/wals_code_don,108B,108,no antipassive,Long-and-Zheng-1998,
108B-god,http://wals.info/languoid/lect/wals_code_god,108B,108,partially productive,Kibrik-1996,
108B-tvl,http://wals.info/languoid/lect/wals_code_tvl,108B,108,no antipassive,Besnier-2000,
108B-lin,http://wals.info/languoid/lect/wals_code_lin,108B,108,no antipassive,Toporova-1973,
108B-djr,http://wals.info/languoid/lect/wals_code_djr,108B,108,partially productive,Tsunoda-1981,
108B-dji,http://wals.info/languoid/lect/wals_code_dji,108B,108,no antipassive,Chadwick-1975,
108B-kam,http://wals.info/languoid/lect/wals_code_kam,108B,108,no antipassive,Klamer-1998,
108B-kgz,http://wals.info/languoid/lect/wals_code_kgz,108B,108,no antipassive,Hebert-and-Poppe-1963;Kirchner-1998b,
108B-chc,http://wals.info/languoid/lect/wals_code_chc,108B,108,productive,,
108B-ukr,http://wals.info/languoid/lect/wals_code_ukr,108B,108,no antipassive,Shevelov-1993,
108B-cct,http://wals.info/languoid/lect/wals_code_cct,108B,108,not productive,Davies-1984,
108B-oji,http://wals.info/languoid/lect/wals_code_oji,108B,108,productive,Rhodes-1990,
108B-snc,http://wals.info/languoid/lect/wals_code_snc,108B,108,no antipassive,Chafe-1996,
108B-kab,http://wals.info/languoid/lect/wals_code_kab,108B,108,productive,Colarusso-1992,
108B-gae,http://wals.info/languoid/lect/wals_code_gae,108B,108,no antipassive,Gillies-1993,
108B-mam,http://wals.info/languoid/lect/wals_code_mam,108B,108,productive,England-1983,
108B-arc,http://wals.info/languoid/lect/wals_code_arc,108B,108,productive,Kibrik-1975,
108B-uzb,http://wals.info/languoid/lect/wals_code_uzb,108B,108,no antipassive,Kononov-1960,
108B-tau,http://wals.info/languoid/lect/wals_code_tau,108B,108,no antipassive,MacDonald-1990,
108B-sam,http://wals.info/languoid/lect/wals_code_sam,108B,108,no antipassive,Mosel-and-Hovdhaugen-1992,
108B-tzu,http://wals.info/languoid/lect/wals_code_tzu,108B,108,productive,Dayley-1985,
108B-diy,http://wals.info/languoid/lect/wals_code_diy,108B,108,partially productive,Austin-1981,
108B-ice,http://wals.info/languoid/lect/wals_code_ice,108B,108,no antipassive,Maling-and-Zaenen-1990;Jonsson-1927,
108B-pan,http://wals.info/languoid/lect/wals_code_pan,108B,108,no antipassive,Bhatia-1993,
108B-lak,http://wals.info/languoid/lect/wals_code_lak,108B,108,productive,Xajdakov-1980b;Klimov-and-Alekseev-1980;Xajdakov-1966,
108B-mac,http://wals.info/languoid/lect/wals_code_mac,108B,108,no antipassive,Abbott-1991;Carson-1982,
108B-kas,http://wals.info/languoid/lect/wals_code_kas,108B,108,no antipassive,Wali-and-Koul-1997,
108B-una,http://wals.info/languoid/lect/wals_code_una,108B,108,no antipassive,Louwerse-1988,
108B-dyi,http://wals.info/languoid/lect/wals_code_dyi,108B,108,productive,Terrill-1997;Dryer-1990;Dixon-1972,
108B-tml,http://wals.info/languoid/lect/wals_code_tml,108B,108,no antipassive,Asher-1985,
108B-ypk,http://wals.info/languoid/lect/wals_code_ypk,108B,108,productive,Benua-1995;Jacobson-1995,
108B-wam,http://wals.info/languoid/lect/wals_code_wam,108B,108,no antipassive,Nordlinger-1998,
108B-mak,http://wals.info/languoid/lect/wals_code_mak,108B,108,no antipassive,,
108B-sue,http://wals.info/languoid/lect/wals_code_sue,108B,108,no antipassive,Wilson-1974,
108B-mrl,http://wals.info/languoid/lect/wals_code_mrl,108B,108,no antipassive,Arensen-1992,
108B-psm,http://wals.info/languoid/lect/wals_code_psm,108B,108,no antipassive,Sherwood-1986,
108B-arm,http://wals.info/languoid/lect/wals_code_arm,108B,108,no antipassive,,
108B-wrd,http://wals.info/languoid/lect/wals_code_wrd,108B,108,productive,Merlan-1994,
108B-usa,http://wals.info/languoid/lect/wals_code_usa,108B,108,no antipassive,Reesink-1987,
108B-pai,http://wals.info/languoid/lect/wals_code_pai,108B,108,productive,Zeitoun-et-al-1996,
108B-bej,http://wals.info/languoid/lect/wals_code_bej,108B,108,no antipassive,Hudson-1974,
108B-pms,http://wals.info/languoid/lect/wals_code_pms,108B,108,no antipassive,,
108B-yur,http://wals.info/languoid/lect/wals_code_yur,108B,108,no antipassive,Robins-1958,
108B-dag,http://wals.info/languoid/lect/wals_code_dag,108B,108,no antipassive,Murane-1974,
108B-otm,http://wals.info/languoid/lect/wals_code_otm,108B,108,no antipassive,Hess-1968,
108B-igb,http://wals.info/languoid/lect/wals_code_igb,108B,108,no antipassive,Green-and-Igwe-1963;Fixman-1975,
108B-nez,http://wals.info/languoid/lect/wals_code_nez,108B,108,productive,Rude-1988a;Rude-1986,
108B-brh,http://wals.info/languoid/lect/wals_code_brh,108B,108,no antipassive,Andronov-1980,
108B-cah,http://wals.info/languoid/lect/wals_code_cah,108B,108,productive,Seiler-1977,
108B-zqc,http://wals.info/languoid/lect/wals_code_zqc,108B,108,partially productive,,
108B-bkr,http://wals.info/languoid/lect/wals_code_bkr,108B,108,no antipassive,,
108B-cmn,http://wals.info/languoid/lect/wals_code_cmn,108B,108,productive,Charney-1993,
108B-nko,http://wals.info/languoid/lect/wals_code_nko,108B,108,no antipassive,Taylor-1985,
108B-dni,http://wals.info/languoid/lect/wals_code_dni,108B,108,no antipassive,Bromley-1981,
108B-cre,http://wals.info/languoid/lect/wals_code_cre,108B,108,productive,Wolfart-1973;Dahlstrom-1991,
108B-yim,http://wals.info/languoid/lect/wals_code_yim,108B,108,no antipassive,Foley-1991,
108B-ika,http://wals.info/languoid/lect/wals_code_ika,108B,108,no antipassive,Frank-1990,
108B-kse,http://wals.info/languoid/lect/wals_code_kse,108B,108,productive,Heath-1999a,
108B-yid,http://wals.info/languoid/lect/wals_code_yid,108B,108,productive,Dixon-1977a,
108B-krk,http://wals.info/languoid/lect/wals_code_krk,108B,108,no antipassive,Bright-1957,
108B-brs,http://wals.info/languoid/lect/wals_code_brs,108B,108,no antipassive,Jones-and-Jones-1991,
108B-tab,http://wals.info/languoid/lect/wals_code_tab,108B,108,no antipassive,Bowden-1997a,
108B-pau,http://wals.info/languoid/lect/wals_code_pau,108B,108,no antipassive,Chapman-and-Derbyshire-1991,
108B-arp,http://wals.info/languoid/lect/wals_code_arp,108B,108,no antipassive,Fortune-1942,
108B-ond,http://wals.info/languoid/lect/wals_code_ond,108B,108,no antipassive,Abbott-1984,
108B-asm,http://wals.info/languoid/lect/wals_code_asm,108B,108,no antipassive,Voorhoeve-1980,
108B-ewe,http://wals.info/languoid/lect/wals_code_ewe,108B,108,no antipassive,Westermann-1930,
108B-grb,http://wals.info/languoid/lect/wals_code_grb,108B,108,no antipassive,Innes-1966,
108B-hmo,http://wals.info/languoid/lect/wals_code_hmo,108B,108,no antipassive,Harriehausen-1990,
108B-khs,http://wals.info/languoid/lect/wals_code_khs,108B,108,no antipassive,Rabel-Heymann-1977,
108B-kio,http://wals.info/languoid/lect/wals_code_kio,108B,108,partially productive,Watkins-1984,
108B-wic,http://wals.info/languoid/lect/wals_code_wic,108B,108,no antipassive,Rood-1976,
108B-juh,http://wals.info/languoid/lect/wals_code_juh,108B,108,no antipassive,Snyman-1970,
108B-klv,http://wals.info/languoid/lect/wals_code_klv,108B,108,no antipassive,Senft-1986,
