ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
136B-wgl,http://wals.info/languoid/lect/wals_code_wgl,136B,136,m in first person singular,Morgenstierne-1954,
136B-yna,http://wals.info/languoid/lect/wals_code_yna,136B,136,No m in first person singular,Menovshchikov-1975,
136B-brk,http://wals.info/languoid/lect/wals_code_brk,136B,136,No m in first person singular,Thimbwat-et-al-1979,
136B-csh,http://wals.info/languoid/lect/wals_code_csh,136B,136,No m in first person singular,Cromack-1968,
136B-cjo,http://wals.info/languoid/lect/wals_code_cjo,136B,136,No m in first person singular,Lastra-de-Suarez-1984,
136B-cho,http://wals.info/languoid/lect/wals_code_cho,136B,136,No m in first person singular,Turner-and-Turner-1971,
136B-cin,http://wals.info/languoid/lect/wals_code_cin,136B,136,No m in first person singular,Applegate-1972,
136B-mdk,http://wals.info/languoid/lect/wals_code_mdk,136B,136,No m in first person singular,Creissels-1983,
136B-smt,http://wals.info/languoid/lect/wals_code_smt,136B,136,No m in first person singular,Jacobs-1931,
136B-ayw,http://wals.info/languoid/lect/wals_code_ayw,136B,136,No m in first person singular,Wurm-1981,
136B-nah,http://wals.info/languoid/lect/wals_code_nah,136B,136,No m in first person singular,Kuiper-1962,
136B-xok,http://wals.info/languoid/lect/wals_code_xok,136B,136,No m in first person singular,Urban-1985,
136B-kyq,http://wals.info/languoid/lect/wals_code_kyq,136B,136,No m in first person singular,Sapir-and-Swadesh-1939,
136B-mtp,http://wals.info/languoid/lect/wals_code_mtp,136B,136,No m in first person singular,Van-Haitsma-and-Van-Haitsma-1976,
136B-kot,http://wals.info/languoid/lect/wals_code_kot,136B,136,No m in first person singular,Emeneau-1944,
136B-kat,http://wals.info/languoid/lect/wals_code_kat,136B,136,m in first person singular,Pilhofer-1933,
136B-nat,http://wals.info/languoid/lect/wals_code_nat,136B,136,No m in first person singular,Haas-1975,
136B-ori,http://wals.info/languoid/lect/wals_code_ori,136B,136,No m in first person singular,Schadeberg-and-Elias-1979,
136B-tmc,http://wals.info/languoid/lect/wals_code_tmc,136B,136,No m in first person singular,Gatschet-1877,
136B-tpa,http://wals.info/languoid/lect/wals_code_tpa,136B,136,No m in first person singular,Levy-Podolsky-1990,
136B-git,http://wals.info/languoid/lect/wals_code_git,136B,136,No m in first person singular,Rigsby-1986,
136B-iau,http://wals.info/languoid/lect/wals_code_iau,136B,136,m in first person singular,Bateman-1986,
136B-cku,http://wals.info/languoid/lect/wals_code_cku,136B,136,No m in first person singular,Dyk-1933,
136B-gku,http://wals.info/languoid/lect/wals_code_gku,136B,136,No m in first person singular,Casamiquela-1983,
136B-mot,http://wals.info/languoid/lect/wals_code_mot,136B,136,m in first person singular,Onishi-1994,
136B-shs,http://wals.info/languoid/lect/wals_code_shs,136B,136,No m in first person singular,Silver-1966,
136B-wrn,http://wals.info/languoid/lect/wals_code_wrn,136B,136,No m in first person singular,Heath-1980b,
136B-tlf,http://wals.info/languoid/lect/wals_code_tlf,136B,136,No m in first person singular,Healey-1965a,
136B-atk,http://wals.info/languoid/lect/wals_code_atk,136B,136,No m in first person singular,Swanton-1929,
136B-nai,http://wals.info/languoid/lect/wals_code_nai,136B,136,m in first person singular,Avrorin-1959,
136B-ane,http://wals.info/languoid/lect/wals_code_ane,136B,136,No m in first person singular,Thurston-1982,
136B-kri,http://wals.info/languoid/lect/wals_code_kri,136B,136,No m in first person singular,Rodrigues-1999b[201-2 et pass.],
136B-chi,http://wals.info/languoid/lect/wals_code_chi,136B,136,No m in first person singular,Dixon-1910,
